,id,sentence,label,source,category,subject_word,subject_start,subject_end,subject_type,object_word,object_start,object_end,object_type
4125,35678,2011년 8월 22일 위메이드 폭스의 해체에 의한 해체 게임단 공개 포스팅으로 지명을 하치 않았 성욕 1 차 폭스에서 2011년 11월 삼성전자 칸으로 맞이했다.,org:dissolved,wikipedia,org,위메이드 폭스,13,19,ORG,2011년 8월 22일,0,11,DAT
4126,35679,2011년 8월 22월 위메이드 폭스가 해산 되어 11월 기거일 단 공개 포스팅으로 KT 롤 스타로 맞이했다.,org:dissolved,wikipedia,org,위메이드 폭스,13,19,ORG,2011년 8월,0,7,DAT
4127,35680,2011년 8월 22일 위메이드 폭스가 해체되어 11월 해체 게임단 공개 포스팅을 통해 롤스 타로 맞이했다.,org:dissolved,wikipedia,org,위메이드 폭스,13,19,ORG,2011년 8월,0,7,DAT
4128,35681,2011년 8월 22일 위메이드 폭스가 해체되어 11월 해체 게임단 공개 포스팅으로 KT 롤 스타를 맞이했다.,org:dissolved,wikipedia,org,위메이드 폭스,13,19,ORG,2011년 8월,0,7,DAT
4129,35682,2011년 8월 22일 위메이드 폭스가 해체되어 11월 해체 게임단 우리 포스팅으로 KT 롤 스타로 이적했다.,org:dissolved,wikipedia,org,위메이드 폭스,13,19,ORG,2011년 8월,0,7,DAT
4130,35683,2011년 8월 22일 위메이드 폭스가 해체됐 어 9 월 해체 게임단 공개 발표에서 KT 롤 스타를 맞이했다.,org:dissolved,wikipedia,org,위메이드 폭스,13,19,ORG,2011년 8월,0,7,DAT
4131,35684,"1995년 데이튼 협정이 성립되어 보스니아 전쟁이 종식되고, 보스니아 헤르체고비나는 보스니 아기 크로아티아 국가 가 중심이 된 보스니아 헤르체고비나 연방, 세르비아계가 중심인 술 술 받 공화국으로 구성된 연합국이 되었다 했다.",org:dissolved,wikipedia,org,보스니아 헤르체고비나,34,44,ORG,1995년,0,4,DAT
4132,35685,"1995년 데이튼 조약 이 체결되어 보스니아 내전 이 종식되고, 보스니아 헤르체고비나 은 보스니 아기 크로아티아계가 주축 이 된 보스니아 헤르체고비나 연방, 세르비아계가 중심이 된 술스카 공화국으로 구성된 연합 공화국 이 되었다고 했다.",org:dissolved,wikipedia,org,보스니아 헤르체고비나,36,46,ORG,1995년,0,4,DAT
4133,35686,"1995년 코 튼 조약 이 체결됨 어 보스니아 전쟁은 종식되고, 보스니아 헤르체고비나는 보스니 아기 크로아티아계가 주축 이 된 보스니아 헤르체고비나 연방, 세르비아계가 중심이 된 수비에 공화국으로 구성된 연합국이 되었다 했다.",org:dissolved,wikipedia,org,보스니아 헤르체고비나,36,46,ORG,1995년,0,4,DAT
4134,35687,"1995년 데이턴 협정에 체결됨 어 보스니아 전쟁이 종결되고, 보스니아 헤르체고비나는 보스니 아기 크로아티아계가 중심이 된 보스니아 헤르체고비나 연방, 세르비아 세르비아 가 중심이 된 술스카 공화국으로 구성한 연합국으로 되었다 했다.",org:dissolved,wikipedia,org,보스니아 헤르체고비나,35,45,ORG,1995년,0,4,DAT
4135,35688,"1995년 데이튼 협정 이 체결되어 보스니아 전쟁이 종결되고, 보스니아 헤르체고비나는 보스니 아기 크로아티아계들이 중심으로 된 보스니아 헤르체고비나 연방, 세르비아계가 중심이 된 술스카 공화국으로 구성된 연합국으로 되었다 했다.",org:dissolved,wikipedia,org,보스니아 헤르체고비나,35,45,ORG,1995년,0,4,DAT
4136,35689,그 후 2008년 2월 17일 민주당과 함께 열린 민주당에 합당하게 돼 했다.,org:dissolved,wikipedia,org,민주당,17,19,ORG,2008년 2월 17일,4,15,DAT
4137,35690,그 후 2008년 2월 17일 민주당과 국민 통합당에 합당하게 소멸했다.,org:dissolved,wikipedia,org,민주당,17,19,ORG,2008년 2월 17일,4,15,DAT
4138,35691,그 후 2008년 2월 17일 민주당과 함께 통합당에 합당하면 MS 소멸했다.,org:dissolved,wikipedia,org,민주당,17,19,ORG,2008년 2월 17일,4,15,DAT
4139,35692,그 후 2008년 2월 17일 민주당과 함께 통합민주당 뭐 합당 뒤 게 소멸했다.,org:dissolved,wikipedia,org,민주당,17,19,ORG,2008년 2월 17일,4,15,DAT
4140,35693,그 후 2008년 2월 17일 민주당과 분당 통합민주당에 흡수하게 소멸했다.,org:dissolved,wikipedia,org,민주당,17,19,ORG,2008년 2월 17일,4,15,DAT
4141,35694,2010년 10월 이스트로의 해체로 이스트로는 공개 드래프트를 통해 KT 롤 선수로 맞이했다.,org:dissolved,wikipedia,org,이스트로,10,13,ORG,2010년 10월,0,8,DAT
4142,35695,2010년 10월 이스트로의 해체로 이스트로 선수단 공개 드래프트를 통해 KT 롤 선수로 맞이했다.,org:dissolved,wikipedia,org,이스트로,10,13,ORG,2010년 10월,0,8,DAT
4143,35696,2010년 10월 이스트로의 해체로 이스트로의 공개 드래프트에 선에서 KT 롤 스타로 이적했다.,org:dissolved,wikipedia,org,이스트로,10,13,ORG,2010년 10월,0,8,DAT
4144,35697,2010년 10월 이스트로의 해체로 이스트로 선수단 공개 드래프트를 통해 KT 롤 스타로 맞이했다.,org:dissolved,wikipedia,org,이스트로,10,13,ORG,2010년 10월,0,8,DAT
4145,35698,2010년 10월 이스트로의 해체로 이스트로 선수단 공개 드래프트를 통해 KT 롤 스타로 맞이했다.,org:dissolved,wikipedia,org,이스트로,10,13,ORG,2010년 10월,0,8,DAT
4146,35699,1918년 말 독일 제국이 제 1 차 대전에서 패배하면 자 청년 핀란드인당의 옥파벌은 결국 모셔졌다.,org:dissolved,wikipedia,org,핀란드인당,36,40,ORG,1918년,0,4,DAT
4147,35700,1918년 말 독일 제국이 제1 차 대전에서 패배하면 자 청년 핀란드인당의 옥파벌은 결국 모셔졌다.,org:dissolved,wikipedia,org,핀란드인당,35,39,ORG,1918년,0,4,DAT
4148,35701,1918년 나치 독일 제국이 제1차 대전에서 패배하자 청년 핀란드인당의 시리 파 당수는 결국 모셔졌다.,org:dissolved,wikipedia,org,핀란드인당,33,37,ORG,1918년,0,4,DAT
4149,35702,1918년 말 독일 제국이 제1차 이택에서 패배하자 청년 핀란드인당의 옥파벌은 결국 패 졌다.,org:dissolved,wikipedia,org,핀란드인당,32,36,ORG,1918년,0,4,DAT
4150,35703,"1918년 나치 독일이 세계 제1차 대전에서 패배하자, 핀란드인당의 옥석 벌은 말썽 모셔졌다.",org:dissolved,wikipedia,org,핀란드인당,31,35,ORG,1918년,0,4,DAT
4151,35704,2011년 8월 22ㅏ 위메이드 폭스의 전 gre 해체 게임단 공개 포스팅에서 KT 온 토스로 맞이했다.,org:dissolved,wikipedia,org,위메이드 폭스,13,19,ORG,2011년 8월,0,7,DAT
4152,35705,2011년 8월 22일 위메이드 폭스가 해체로 해체 게임단 공개 포스팅에서 상당엔 토스로 맞이했다.,org:dissolved,wikipedia,org,위메이드 폭스,13,19,ORG,2011년 8월,0,7,DAT
4153,35706,2011년 8월 22 일 위메이드 폭스의 해체로 해체 게임단 공개 식당으로 CJ엔 토스로 맞이했다.,org:dissolved,wikipedia,org,위메이드 폭스,14,20,ORG,2011년 8월,0,7,DAT
4154,35707,2011년 8월 22일 위메이드 폭스의 해체로 해체 ort 단 공개 포스팅해 CJ 타국 토스로 맞이했다.,org:dissolved,wikipedia,org,위메이드 폭스,13,19,ORG,2011년 8월,0,7,DAT
4155,35708,2011년 8월 22일 위메이드 폭스의 해체로 해체 게임단 공개 포스팅으로 CJ엔 토스로 맞이했다.,org:dissolved,wikipedia,org,위메이드 폭스,13,19,ORG,2011년 8월,0,7,DAT
4156,35709,2015년 4월 28일 그리스 의회에서 EG T 방송 중단에 관한 법률이 통과해 2015년 6월 11일 오전 6시 만져 NERIT가 폐국 되어 ERT 방송이 2년만 상류 재개됐다.,org:dissolved,wikipedia,org,NERIT,67,71,ORG,2015년 6월 11일,45,56,DAT
4157,35710,2015년 4월 28일 그리스 국회에서 ERT 방송 재개에 관한 법안 이 통과해 2015년 6월 11일 오후 6시에 NERIT가 재상 국되어 ERT 방송 이 2년 만에 재개됐다.,org:dissolved,wikipedia,org,NERIT,65,69,ORG,2015년 6월 11일,45,56,DAT
4158,35711,2015년 5 월 28일 그리스 의회에서 ERT 방송 재개에 관한 법률이 통과돼 2015년 6월 11일 오전 6시에 NERIT가 다시 국됐 어 ERT 방송이 1 년 만에 재개됐다.,org:dissolved,wikipedia,org,NERIT,65,69,ORG,2015년 6월 11일,45,56,DAT
4159,35712,2015년 4월 29 일 그리스 국회에서 EG T 방송 재개에 대한 법률이 통과해 2015년 6월 11일 오후 6시대에 NERIT가 폐국 되어 ERT 방송이 증권사 년 만에 재개됐다.,org:dissolved,wikipedia,org,NERIT,67,71,ORG,2015년 6월 11일,46,57,DAT
4160,35713,"2015년 4월 28일, 국회에서 ERT 방송 재개에 관한 법안 이 통과해 2015년 6월 11일 오전 6시에 NERIT가 폐국됐 어 ERT 방송이 2년 만으로 재개됐다.",org:dissolved,wikipedia,org,NERIT,62,66,ORG,2015년 6월 11일,42,53,DAT
4161,35714,1999년 IMF 조 기과 함께 신동아그룹은 부도 부도 되었다.,org:dissolved,wikipedia,org,신동아그룹,18,22,ORG,1999년,0,4,DAT
4162,35715,1999년 외환위기와 함께 신동아그룹도 부도가 나였다.,org:dissolved,wikipedia,org,신동아그룹,15,19,ORG,1999년,0,4,DAT
4163,35716,1999년 외환위기 정교 함께 신동아그룹은 내겐 악몽이었다.,org:dissolved,wikipedia,org,신동아그룹,17,21,ORG,1999년,0,4,DAT
4164,35717,1999년 외환위기와 함께 신동아그룹은 부도가 되었다.,org:dissolved,wikipedia,org,신동아그룹,15,19,ORG,1999년,0,4,DAT
4165,35718,1999년 경제 위기와 함께 신동아그룹도 부도가 되었다.,org:dissolved,wikipedia,org,신동아그룹,16,20,ORG,1999년,0,4,DAT
4166,35719,개신교 신학자이자 유니온 신학교 교수로 일했 던 라인홀트 니부어가 신학 교수 거처 를 마련 한 뒤 즐기 초대장을 보냈던 때문이다.,per:religion,wikipedia,per,라인홀트 니부어,27,34,PER,개신교,0,2,ORG
4167,35720,개신교 목사 이자 유니온 신학교 교수로 일하던 라인홀트 니부어가 신학 교수 자리를 마련미리 뒤 산은 채우장을 보냈기 때문이다.,per:religion,wikipedia,per,라인홀트 니부어,26,33,PER,개신교,0,2,ORG
4168,35721,"개신교 신학자이자 유니온 신학교 목사 로 일하는 라인홀트 니부어가 gl 교수 자리를 마련한 뒤, 초대 인사으로 보냈기 때문이다.",per:religion,wikipedia,per,라인홀트 니부어,27,34,PER,개신교,0,2,ORG
4169,35722,"개신교 신학자이자 유니온 신학 교수로 근무했 던 라인홀트 니부어가 신학 교수 자리를 마련한 뒤, 초대장을 보냈기 때문이다.",per:religion,wikipedia,per,라인홀트 니부어,27,34,PER,개신교,0,2,ORG
4170,35723,"개신교 분단이 당시 유니온 신학교 교수로 일하던 라인홀트 니부어가 한국 교수 거처 를 마련한 뒤, 초대장를 보냈던 때문이다.",per:religion,wikipedia,per,라인홀트 니부어,27,34,PER,개신교,0,2,ORG
4171,35724,"또한 비문 재촉는 사무드라굽타가 비슈누파 힌두교 신자라는 내용이 언급되고 있으며, 비문을 의하 면 사무드라굽타가 전쟁에서 승리할 때에 베다 시대에 신 들이 큰 소리 를 통해 거행했던 마제 예산안 비롯하여 바메다에서 다양 한 다양한 힌두교 의식들iti 수행하였다고 한다.",per:religion,wikipedia,per,사무드라굽타,10,15,PER,힌두교,23,25,ORG
4172,35725,또한 비문에는 사무드라굽타가 비슈무 파 힌두교 신자라는 사실 이 언급되어 있는데 원더 비문에 의하하면 사무드라굽타는 전쟁에서 취소할 때마다 마 다 시대의 영웅이 큰 승리를 거둘 때 거행했던 마제인 아다 바메다를 비롯한 다양한 힌두교 의식들을 거행 하였다고 한다.,per:religion,wikipedia,per,사무드라굽타,8,13,PER,힌두교,22,24,ORG
4173,35726,또한 비문에는 사무드라굽타가 비슈누파 힌두교 신자라는 사실 이 언급되고 있으며는데 비문에 따르면 사무드라굽타 축구장 전쟁에서 승리할 때는 베다 왕국 의 왕들이 큰 승리를 거둘 때 거행했던 마제인 아슈바메다와 다양 한 고유 한 힌두교 의식들을 수행했 였다고 한다.,per:religion,wikipedia,per,사무드라굽타,8,13,PER,힌두교,21,23,ORG
4174,35727,"또한 비문에 에는 사무드라굽타가 비누 누파 힌두교 신자였음 이 언급되어 있는데, 비문에 따르면 사무드라굽타는 전쟁에서 승리할 때 마다 상고 다 시대의 왕이 큰 승리를 때 거행했던 마제인 아슈다 메다를 비롯한 다양한 힌두교 의식 을 수행하였다고 한다.",per:religion,wikipedia,per,사무드라굽타,10,15,PER,힌두교,24,26,ORG
4175,35728,"라이언트 비문에는 사무드라굽타가 비슈보드파 힌두교 신자라는 내용이 언급되 어 있 는데, 비문에 따르면 사무드라굽타가 사원 에서 사냥 할 때마다 베다 시대의 왕들이 큰 번식 때 거행했던 마식과 아슈바 다를 비롯한 여러 한 힌두교 의식들을 거행 하였다고 한다.",per:religion,wikipedia,per,사무드라굽타,10,15,PER,힌두교,24,26,ORG
4176,35729,"· 일 전쟁 반응 RA 신경전 적극 가담하고 1917 년 손병희 선 님의 전통을 스크린 반일 사상을 가진 천도교를 포교하고 자 이에에 친일 사상을 가진 시천교 ( 天 敎 ) ) 창설, 교주가 되었다.",per:religion,wikipedia,per,손병희,32,34,PER,천도교,59,61,ORG
4177,35730,"러일 전쟁 때 일본군에 적극 협조하고 1905년 손병희이 동학의 전통을 이어 반일 사상을 가진 천도교가 포교하고 자 이 데 맞서 항일 о을 가진 시천교 ( 天 敎 )를 창설, 교주가 되었다.",per:religion,wikipedia,per,손병희,27,29,PER,천도교,53,55,ORG
4178,35731,"러일 전쟁 때 일본에 적극 협조하고 1917 년 손병희가 동학의 전통을 이어 반일 사상을 지닌 천도교에 포교하자 이에에 반일 사상 사상 가진 고 천교 ( 敎 )를 창설, 교주가 되었다.",per:religion,wikipedia,per,손병희,27,29,PER,천도교,53,55,ORG
4179,35732,러일전쟁 때 일본군에 적극 협조하고 1905년 손병희가 른의 전통을 이어 도자기 사상을 가진 천도교를 창시하자 이에 맞서 친일 사상 조개 가진 시천교 ( 天 敎 교를 창설 창립 교주가 되었다.,per:religion,wikipedia,per,손병희,26,28,PER,천도교,52,54,ORG
4180,35733,"청 일 델 때 일본군에 적극 협조하고 19055 손병희가 동학 지탄 전통을 이어 반일 사상을 가진 천도교를 포교하자 이에 맞서 친일 사상을 바탕 시천교 ( 天 敎 )를 포교, 승려 가 되었다.",per:religion,wikipedia,per,손병희,27,29,PER,천도교,55,57,ORG
4181,35734,일본의 진언종인 구카이 ( 구 : 774 - 835 ) 가 중국 당나라의 장안에 건너가 청룡사 의천 과로부터 배운 밀교를 기반으로 하고 있다.,per:religion,wikipedia,per,구카이,9,11,PER,진언종,4,6,ORG
4182,35735,일본의 진언종은 구카이 플랜트 空 海 대사 ( 774 ~ 835 ) 이 중국 당나라 수도 장안으로 건너가 청룡사에서 예과로부터 배운 밀교를 기반으로 하고 있다.,per:religion,wikipedia,per,구카이,9,11,PER,진언종,4,6,ORG
4183,35736,신라의 진언종은 구카이 ( 空 海 : 774 - 79 5 ) 가 중국 당나라의 장안으로 건너가 장안 사에서 혜과를 공리 한 밀교를 기반으로 하고 있다.,per:religion,wikipedia,per,구카이,9,11,PER,진언종,4,6,ORG
4184,35737,일본의 진언종인 구카이 ( 空 海 대사 : 774 ~ 835 한영 가 중국 장안의 장안으로 건너가 청룡사에서 예과로부터 배운 밀교를 기반으로 하고 있다.,per:religion,wikipedia,per,구카이,9,11,PER,진언종,4,6,ORG
4185,35738,신라의 진언종은 구카이 ( 空 海 대사 : 774 ~ 835 가 직접 당나라의 핑 부딪쳤 건너가 청룡사에서 밀 과로부터 배운 밀교를 기반으로 하고 있다.,per:religion,wikipedia,per,구카이,9,11,PER,진언종,4,6,ORG
4186,35739,"윌리엄 벤트 스크랜턴 ( William Bentn Scranton, 금빛 신축 ~ 셉트 절박 선교사는 한숨 북 감리교회에서 한국에 파송한 선교사로 서울 시 병원과 아현교회, 동대문 교회, 동대문교회 등을 설립하였고 전덕기를 비롯한 많은 교회 지도자들을 길러냈다.",per:religion,wikipedia,per,전덕기,120,122,PER,감리교,62,64,ORG
4187,35740,"윌리 벤턴 스크랜턴 ( William Benton Scranon, 183 6 ~ 1922 ) 목사는 미 공업 감리교회에서 한국에 파 제반를를서 부평구 부평 병원과 아현교회, 상도신, 동대문 ≪ 볼보를 설립하였고 전덕기를 포함 한 많은 교회 지도자들을 길러냈다.",per:religion,wikipedia,per,전덕기,118,120,PER,감리교,61,63,ORG
4188,35741,"윌리엄 벤튼 스크랜턴 ( 윌리엄 Benton Scranton, 1854 ~ 1932 ) 선교사는 미국 북 감리교회에서 대한민국으로 파송한 선교사로 서울 시 병원과 아신 교회, 상동교회, 아 신원을 설립하였고 전덕기를 비롯해 많은 교회 지도자들을 길러냈다.",per:religion,wikipedia,per,전덕기,116,118,PER,감리교,59,61,ORG
4189,35742,"윌리젤 턴 스크랜턴 ( William W ntn Scranon, 1856 ~ 1922 ) 선교사는 미국 북 감리교회에서 한국에 파송 한 선교사로 서울 시 병원과 아 신 병원, 상동교회, 동대문교회 등을 설립하였고 전덕기를 비롯한 비벼 운 교회 지도자들을 길러냈다.",per:religion,wikipedia,per,전덕기,119,121,PER,감리교,60,62,ORG
4190,35743,"윌리엄 벤턴 스크랜턴 ( 물려받아 Benton Scranton, 190 6 ~ 1978 ) 목사는 미국 북 감리교회에서 한국에 파송한 목사로 서울 시 병원과 아현교회, 상동교회, 장충 교회 등을 설립하였으며 전덕기를 포함해 많은 교회 지도자들 통풍 길러냈다.",per:religion,wikipedia,per,전덕기,116,118,PER,감리교,60,62,ORG
4191,35744,"그도 제임스 도킨스 ( John Daw 킨스 s), 크리스토퍼 허친스 ( Christopher Hityn s), 다니엘 테넷 ( Daniel Denet nett) 과같이 무신론자 4명 중 기수 중 한 명으로 여겨진다.",per:religion,wikipedia,per,도킨스,7,9,PER,무신론,95,97,POH
4192,35745,"그는 리처드 도킨스 ( Richard Dawkins), 크리스토퍼 히 정상 회의 스 ( Christopher Hitchens), 댄 테넷 < Daniel Den 동력 net) 과 함께 무신론자 4명의 지도자 중 한 사람으로 여겨진다.",per:religion,wikipedia,per,도킨스,7,9,PER,무신론,103,105,POH
4193,35746,"그녀는 리처드 도킨스 ( Richard Dawkinkin), 크리스토퍼 허친스 ( Christopher Hitchens), 다니엘 데 net ( Daniel Dennetn) 과 함께 무신론자 4인 기수 기수 중 1 기억나므로 여겨진다.",per:religion,wikipedia,per,도킨스,8,10,PER,무신론,102,104,POH
4194,35747,"그는 리처드 도킨스 ( Richard Daw 킨스 s, 와 oph 허친스 ( Christopher Hitchens), 다니엘 테넷 ( Daniel Dennett'과 함께 무신론자 4명 중 기수 중 한 명으로 여겨진다.",per:religion,wikipedia,per,도킨스,7,9,PER,무신론,95,97,POH
4195,35748,"그는 리처드 도킨스 ( Richard D 킨스 kins), 크리스토퍼 허친스 < Christopher Hitynz), 다니엘 테넷 ( Daniel 루주 nnett) 과 함께 무신론자 5 명의 기수 중 한 명으로 여겨진다.",per:religion,wikipedia,per,도킨스,7,9,PER,무신론,97,99,POH
4196,35749,〈 법화경 》 을 근본 교의 ( 敎 敎 )를 하고 선정 ( ) 과 지혜의 조화 코어 宗의 宗 )로 하는 한국의 천태종은 고려 때 대각국사 의천에 의거 ( ) 경실련 해동 천태종으로 성립되었다.,per:religion,wikipedia,per,대각국사,72,75,PER,천태종,62,64,ORG
4197,35750,《 밀 화경 》 을 근본 교의 ( 敎 義를 하고 선정 ( 善 定 )과 지혜의 조화를 종의 < 宗 義 )로 하는 신라의 천태종은 고려 때 대각국사 지 천에 베란다 ( 元 ) 해 구멍 evelopment 태종으로 성립되었다.,per:religion,wikipedia,per,대각국사,76,79,PER,천태종,66,68,ORG
4198,35751,《 법화경 》 을 둥지 교의 ( 敎 敎 )로 하고 선정 [ 定 ) 과 지혜의 조화를 종의 ( 宗 意 )로 하는 신라의 천태종. 고려 후기 대각국사 의천에 의거 ( ) 해 해동 천태종으로 성립되었다.,per:religion,wikipedia,per,대각국사,77,80,PER,천태종,66,68,ORG
4199,35752,《 법화경 》 을 근본 교의 ( 敎 義 )로 하고 선정 ( 善 定 ) 과 음양의 조화를 종의 ( 곰곰 義 )로 하는 신라의 천태종은 고려 때 대각국사 의천을 의거 ( 의거 ) 해 해동 천태종으로 성립하었다.,per:religion,wikipedia,per,대각국사,79,82,PER,천태종,69,71,ORG
4200,35753,기울여 문 화학 》를 근본 교의 ( 敎 敎로 하고 선정 ( ) 과 지혜의 조화를 종의 ( 宗 義 )로 하는 강준인 천태종은 고려 때 대각국사 의 명에 의거 ( 하년 해동 천천 종으로 성립되었다.,per:religion,wikipedia,per,대각국사,74,77,PER,천태종,64,66,ORG
4201,35754,"미국 오밍 오 윌밍턴 칼리지 신학학교 를 나온 이후 1921 년 2 월, 퀘이커교 선교사로써 국민정부 시대 중화민국 대륙 본토 베이핑을 처음으로 來 방 ( 來 ) 하였으며 그 당시 리타이구이 (, 이태규 ) 라는 중국어명 을 사용하였다.",per:religion,wikipedia,per,리타이구이,101,105,PER,퀘이커,41,43,ORG
4202,35755,"미국 오하이오 윌밍 커뮤니티 칼리지 신학과를볼 이후 1917년 2 월, 퀘이커교 선교사로써 국민정부 시대 중화성 대륙 본토 베이핑핑을 으로 내방 ( ) 하였으며 그 당시 리타이구이 ( 規, 이태규 ) 라는 라는명 을 사용하였다.",per:religion,wikipedia,per,리타이구이,95,99,PER,퀘이커,40,42,ORG
4203,35756,"미국 오하이주 롯밍턴학교 신학과를 나온 이후 19223 1월, 퀘이커교 선교사로써 국민정부 시대 중화민국 대륙 본토 베이핑을 거점 으로 내침 ( 來 )하 였으며 그 당시 리타이구이 ( 太 規, 이태규 ) 라는 중국어 이름을 사용하였다.",per:religion,wikipedia,per,리타이구이,95,99,PER,퀘이커,35,37,ORG
4204,35757,"미국 오하이오 킬 밍턴 칼리지 신학과를 나온 이후 1917년 1월, 퀘이커교 신자 로써 국민정부 시대 중화민국 대륙 본토핑 핑을 처음으로 내 방 ( 來 ) 하였으며, 당시 리타이구이 ( 太 規, 이태규 ) 라는 중국어 이름 을 사용하 였다.",per:religion,wikipedia,per,리타이구이,96,100,PER,퀘이커,38,40,ORG
4205,35758,"미국 오하이오 데이 밍턴 칼리지 신학과를 나온 이후 1917년 1년, 퀘이커교 선교사로써 대한민국 정부 시대 중화민국의 본토 베이핑을 처음으로 내방 ( 來 ) 하였으며 그 당시 리타이구이 ( 太 간행물, 태 규 ) 라는 라는 이름명 사용하였다.",per:religion,wikipedia,per,리타이구이,99,103,PER,퀘이커,39,41,ORG
4206,35759,"현재 통일교의 세계회장은 문성진이지만, 참어선 님으로 불리는 재미 학자 씨가 실권을 줘야 고 있으나, 사망 전 문선명 씨 의해 너희 안 후계자로 지명받아 전 세계 ther 문선 진 씨는 별개 세력임라고 선언한 상태이다.",per:religion,wikipedia,per,문선명,62,64,PER,통일교,3,5,ORG
4207,35760,"현재 통일교의 세계 끈은 문성진이지만 그의 어머님으로 불리는 한학자 씨가 실권을 잡고 있으며, 사망한 문선명에 의해 유일한 후계자로 지명받은 하여튼 세계회장 문현선 씨는 이미 세력 테를 선언한 상태이다.",per:religion,wikipedia,per,문선명,57,59,PER,통일교,3,5,ORG
4208,35761,"현재 통일교의 세계회장은 문성진이 지며, 참 너머 신형으로 불리우 김 학자 씨가 조급을 잡하고 있으며, 수년 전 문선명에 의해 유일한 후계자로 모조되 은 전 세계에서 문형진 씨는 별개 세력화를 선언한 상태이다.",per:religion,wikipedia,per,문선명,63,65,PER,통일교,3,5,ORG
4209,35762,"현재 통일교의 세계회장은 문선명이지만, 통일 어머님으로 불리는 한학자 씨가 실권을 잡고 있으며, 사망 전 문선명에 의해 유일한 후계자로 지명받은 전 세계회장 문형진 씨는 별개 세력화를 선언한 상태이다.",per:religion,wikipedia,per,문선명,14,16,PER,통일교,3,5,ORG
4210,35763,"현재 통일교 전 세계회장에 문선 진이로, 참 어머님 팸 불리는 한학자 씨의 실권을 잡 잡 있으나, 사망한 문선명에 의해 유일한 후계자로 而되 은 전 세계회장 문형진 씨가 가 세력화를 선언 선언 상태이다.",per:religion,wikipedia,per,문선명,59,61,PER,통일교,3,5,ORG
4211,35764,"1844년 무신론 정치 경제학자인 칼 마르크스는 그의 저서 《 헤겔 법사 학의 비판을 위하여, 서설 〉에서'종교의 비참은 현실적 비참의 표현이자 현실적 모순에 대한 항의다. 종교는 곤궁 한 피조물의 한숨제이고, 무정한 세계의 감정이고, 정신 정신없는 상태의 정신입니다. 종교는 인민의 아편이다!'라고 주장 하였다.",per:religion,wikipedia,per,마르크스,21,24,PER,무신론,6,8,POH
4212,35765,"1844년 무신론 정치 경제학자인 카를 마르크스는 그의 저서 《 헤겔주의 철학의 비판을 위하여, 하 설 》 지구대'종교적 비참은 현실적 비참의 표현이자 현실적 비참에 대한 항의이다. 종교는 곤궁한 피조물의 한숨이며, 무정한 세계의 감정이고, 또 정신없는 상태의 정신이다. 종교는 인민의 아편이다.'라고 주장하였다.",per:religion,wikipedia,per,마르크스,22,25,PER,무신론,6,8,POH
4213,35766,"1844년 무신론 정치 경제학자 학자 카를 마르크스는 그의 저서 《 금 법 철주 의의 이론을 위하여, 1844 》에 "" 현실 적 비참은 현실 출루 비참의 해석학이자 현실적 비관 에의 항의이다. 종교적 무정실 한 싸 점차 표현이며 자 무정한 세계의 감정이고, 또 정신없는 상태의 아편이다며 종교는 인민의 아편이다.'라고 주장하였다.",per:religion,wikipedia,per,마르크스,24,27,PER,무신론,6,8,POH
4214,35767,"1845 년 무신론의 경제학자인 카를 마르크스는 자신의 저서 》 헤겔 법철학의 비판을 위하여, 1854 》에서'종교적 비참은 현실적 비참의 결과 제이 자 현실적 비참에 대한 항의 세대. 종교는 곤정 한 피조물의 한숨이며, 무정적인 세계의 감정이고며 또 정신없는 상태의 정신입니다. 종교는 인민의 아편이다.'라고 주장하였다.",per:religion,wikipedia,per,마르크스,21,24,PER,무신론,7,9,POH
4215,35768,"1844년 무신론의 경제학자인 카를 마르크스는 그의 저서 《 헤겔 법학 학 밀어 붓 비판을 위하여, 서설 》에서 "" 종교의 것은 현실적 비참의 표현이자 현실적인 비참에 대한 항의이다며 종교는 곤궁 궁 피조물 양봉 한숨이며, 무자비한 상태적 한숨이고, 또 정신없는 상태의 아편이다. 종교는 인민의 아편이다.'라고 주장하였다.",per:religion,wikipedia,per,마르크스,20,23,PER,무신론,6,8,POH
4216,35769,"그 실례로 문환 환 목사는 감리 감리교회 이현주 목사와 함께 공동번역성서 편찬에 개신교 측 번역 주자로 참여했으며, 구약성서를 다윗, 사무엘 등의 영웅 영웅에게 가려진 민중의 관점에서 알 만 쉽 게 설명한 《 히브리 민중사 》 ( 삼민사 )를 출간하였다.",per:religion,wikipedia,per,이현주,23,25,PER,개신교,45,47,ORG
4217,35770,"그 실례로 문이 거수 목사는 장로 교 목사인 이현주 목사와 함께 공동번역성서 번역에 개신교 측의 자로 참여했으며, 구약성서를 다윗, 다윗 등 유명 인물 들들 게 가려진 민중의 입장에서 알기 쉽게 설명 설명 《 히브리서 사 》 ( 삼민사를 저술 저술 였다.",per:religion,wikipedia,per,이현주,25,27,PER,개신교,47,49,ORG
4218,35771,"그 실례로 문환 환 목사는 감리교 목사인 이현주 목사와 함께 공동번역성서 번역에 개신교 측 측 자 함께 참여였으며, 구약성서를 모세, 사무엘 등의 영웅들 id 게 가려진 민중의 관점에서 알 끌려가 쉽게 설명한 《 히브리 민중사 》 ( 삼민민 )를 저술하였다.",per:religion,wikipedia,per,이현주,23,25,PER,개신교,45,47,ORG
