,Unnamed: 0,id,sentence,label,source,category,subject_word,subject_start,subject_end,subject_type,object_word,object_start,object_end,object_type
1711,1711,35759,"현재 통일교의 세계회장는 문선진이지만, 참어선 님으로 불리는 재미 학자씨가 실권을줘야고 있으나, 사망 전 문선명씨 의해 너희한 후계자로 지명받아 전 세계ther 문선 진씨는 별개 세력임라고 선언한 상태이다.",per:religion,wikipedia,per,문선명,59,61,PER,통일교,3,5,ORG
1711,1711,35760,"현재 통일교의 세계 끈은 문선진이지만 그의 어머님으로 불리는 한학자씨가 실권을 잡고 있으며, 사망한 문선명에 의해 유일한 후계자로 지명받은 하여튼 세계회장 문형선 씨는 이미 세력퇴 를 선언한 상태이다.",per:religion,wikipedia,per,문선명,56,58,PER,통일교,3,5,ORG
1711,1711,35761,"현재 통일교의 세계회장은 문선진이지며, 참어머 신형으로 불리우 김 학자씨가 조급을 잡하고 있으며, 수년 전 문선명에 의해 유일한 후계자로 모종되 은 전 세계에서 문형진씨는 별개 세력화를 선언한 상태이다.",per:religion,wikipedia,per,문선명,60,62,PER,통일교,3,5,ORG
1711,1711,35762,"현재 통일교의 세계회장는 문선명 이지만, 통일 어머님으로 불리는 한학자씨가 실권을 잡고 있으며, 사망 전 문선명에 의해 유일한 후계자로 지명받은 전 세계회장 문형진씨는 별개 세력화를 선언한 상태이다.",per:religion,wikipedia,per,문선명,14,16,PER,통일교,3,5,ORG
1711,1711,35763,"현재 통일교 전 세계회장에 문선진이로, 참어머님 팸 불리는 한학자 씨의 실권을 잡 잡 있으나, 사망한 문선명에 의해 유일한 후계자로 而되 은 전 세계회장 문형진씨가가 세력화를 선언 선언 상태이다.",per:religion,wikipedia,per,문선명,57,59,PER,통일교,3,5,ORG
1841,1841,35764,"1844년 무신론 정치 경제학자인 칼 마르크스는 그의 저서 《 헤겔 법사 학의 비판을 위하 여, 서설 〉 에서'종교의 비참은 현실적 비참의 표현이자 현실적 모순의 대한 항의다. 종교는 곤궁 한 피조물의 한숨제이고, 무정한 세계의 감정이고, 정신 정신 없는 상태의 정신입니다. 종교는 인민의 아편이다!'라고 주장 하 였다.",per:religion,wikipedia,per,마르크스,21,24,PER,무신론,6,8,POH
1841,1841,35765,"1844년 무신론 정치 경제학자인 카를 마르크스는 그의 저서 《 헤겔주의 철학의 비판을 위하여, 하 설 》 지구대'종교적 비참은 현실적 비참의 표현이자 현실적 비참에 대한 항의이다. 종교는 곤궁한 피조물의 한숨이며, 무정한 세계의 감정이고, 또 정신 없는 상태의 정신이다. 종교는 인민의 아편이다.'라고 주장하였다.",per:religion,wikipedia,per,마르크스,22,25,PER,무신론,6,8,POH
1841,1841,35766,"1844년 무신론 정치 경제학자학자 카를 마르크스는 그의 저서 《 금 법철주의 의 이론 을 위하여, 1844 》 에 "" 현실 적 비참은 현실 출루 비참의 해석학이자 현실적 비관 에의 항의이다. 종교적 무정실 한 쌓 점차 표현 이며자 무정한 세계의 감정이고, 또 정신 없는 상태의 아편 이다며 종교는 인민의 아편이다.'라고 주장하였다.",per:religion,wikipedia,per,마르크스,23,26,PER,무신론,6,8,POH
1841,1841,35767,"1845 년 무신론의 경제학자인 카를 마르크스는 자신 의 저서 》 헤겔 법철학의 비판를 위하여, 1854 》 에서'종교적 비참은 현실적 비참의 결과제이 자 현실적 비참에 대한 항의세대. 종교는 곤정 한 피조물의 한숨이며, 무정적인 세계의 감정이고며 또 정신 없는 상태의 정신입니다. 종교는 인민의 아편이다.'고 주장하였다.",per:religion,wikipedia,per,마르크스,21,24,PER,무신론,7,9,POH
1841,1841,35768,"1844년 무신론의 경제학자인 카를 마르크스는 그의 저서 《 헤겔 법학 학 밀어붙 비판을 위하여, 서설 》 에서 "" 종교의 것 은 현실적 비참의 표현이자 현실적인 비참에 대한 항의이다며 종교는 곤궁궁 피조물 양봉 한숨이며, 무자비 한 상태적 한숨 이고, 또 정신 없은 상태의 아편 이다. 종교는 인민의 아편이다.'라고 주장하였다.",per:religion,wikipedia,per,마르크스,20,23,PER,무신론,6,8,POH
2064,2064,35769,"그 실례로 문환 환 목사는 감리감리교회 이현주 목사와 함께 공동번역성서 편찬 에 개신교측 번역 주자 로 참여했으며, 구약성서를 다윗, 사무엘 등의 영웅 영웅 에게 가려진 민중의 관점에서 알 만 쉽 게 설명한 《 히브리 민중사 》 ( 삼민사 ) 를 출간 하였다.",per:religion,wikipedia,per,이현주,22,24,PER,개신교,45,47,ORG
2064,2064,35770,"그 실례으로 문익수 목사는 장로 교 목사인 이현주 목사와 함께 공동번역성서 번역에 개신교측의 자로 참여했으며, 구약성서를 다윗, 다윗 등 유명 인물 들들 게 가려진 민중의 입장 에서 알기 쉽게 설명 설명 《 히브리성 사 》 ( 삼민사 를 저술 저술 였다.",per:religion,wikipedia,per,이현주,24,26,PER,개신교,46,48,ORG
2064,2064,35771,"그 실례로 문환 환 목사는 감리교 목사인 이현주 목사와 함께 공동번역성서 번역에 개신교측측 자 함께 참여였 으며, 구약성서를 모세, 사무엘 등의 영웅들id게 가려진 민중의 관점에서 알 끌려가 쉽게 설명한 《 히브리 민중사 》 ( 삼민민 ) 를 저술하였다.",per:religion,wikipedia,per,이현주,23,25,PER,개신교,45,47,ORG
2064,2064,35772,"그 외 로 김 익환 목사는 감리교 목사인 이현주 씨과 함께 공동 번 역성서 번역에 개신교측 번역자로 참여했으며, 구약성서서 법문 구약성 구약 의 영웅들에게 가려진 민중의 관점에서 알기 쉽게 설명한 《 히브리 민중사 》 ( ( 민사 ) 를 저술 하였다.",per:religion,wikipedia,per,이현주,23,25,PER,개신교,46,48,ORG
2064,2064,35773,"한 실례로 문익환 목사는 감리리교회 인 이현주 목사와 함께 공동번역성서 번역에 개신교측 번역자로 참여했으며, 구약성 역사 를 다윗, 사무엘 등의 왕 들에게 가려진 민중의 관점에서에서 기 쉽게 설명한 《 히브리민 사사 ( 삼민사사 ) 를 저술하였다.",per:religion,wikipedia,per,이현주,22,24,PER,개신교,44,46,ORG
2365,2365,35774,헤이안 시대에는 당나라의 승려 출신인 사이초와 구카이이 각각 천태종과 진언종을 개창 켰다.,per:religion,wikipedia,per,사이초,21,23,PER,천태종,34,36,ORG
2365,2365,35775,헤이안 시대에는 당나라 유학의 승려 인 사이초와 사이 카이가 각각 천태종과 진언종을 성행시켰다.,per:religion,wikipedia,per,사이초,22,24,PER,천태종,37,39,ORG
2365,2365,35776,헤이 커피 시대에는 당나라 유학 승려 출신인 사이초와 구카이가 각각 천태종과 진언종을 성행 온도켰다.,per:religion,wikipedia,per,사이초,25,27,PER,천태종,38,40,ORG
2365,2365,35777,"헤이안 시대에는 당나라의 승려 출신인 사이초와 구카이가 각각 천태종, 진언종을 발전 시켰다.",per:religion,wikipedia,per,사이초,21,23,PER,천태종,34,36,ORG
2365,2365,35778,헤이안 시대 때엔 당나라 유학 간사 출신 승려 사이초와 구카이가 각각 천태종과 진언종을 성행시켰다.,per:religion,wikipedia,per,사이초,26,28,PER,천태종,39,41,ORG
2488,2488,35779,"따라서 로베스피에르는 에베테 파와 유사 하게 그리스도교생활을 하였는데, 두 사람 은 이신론 理신 論 ) 또는 무신론 ( 無 神ism ) 이라는 점에서만 의견이였 다고 할 수 있다.",per:religion,wikipedia,per,로베스피에르,4,9,PER,이신론,47,49,POH
2488,2488,35780,"결국 로베스피에르는 에베르파와 비슷하게 그리스도교를 탄압하였는데, 두 파벌은 이신론 커리어 理 神 論 ), 무신론 [ 無 信 論 ) 이라는 점에서 서로 의견이 달랐다고 할 수 있다.",per:religion,wikipedia,per,로베스피에르,3,8,PER,이신론,43,45,POH
2488,2488,35781,"따라서 로베스피에르는 마그 르파와 마찬가지 하 트로파을 탄압했 였고, 두 파벌은 이신론 ( 理 神 論, 과 무신론 ( 無 神ism ) 이라는 점에서만 근본 이 달랐다고 할 수 있다.",per:religion,wikipedia,per,로베스피에르,4,9,PER,이신론,45,47,POH
2488,2488,35782,"따라서 로베스피에르는 마그파 파와 비슷하게 그리스도교를 탄압하였는데, 두 파벌은 이신론 ( 理 神 論 ) 과 무신론 ( 無 神 論 ) 이라 는 점에서 그점 이 달랐다고 할 수도 있다.",per:religion,wikipedia,per,로베스피에르,4,9,PER,이신론,45,47,POH
2488,2488,35783,"따라서 로베스피에르는 에베르파와 비슷하도록 천주교 를 탄압해 였는데, 두 파벌은 이신론 [ 理 信ism ) 과 무신론 ( 無 信 論 ) 이라는 문제 에서만 의견가 달랐다고 할 수 있다.",per:religion,wikipedia,per,로베스피에르,4,9,PER,이신론,45,47,POH
2667,2667,35784,"1902년부터 킴 35 망명해 있던 중, 천도교 지도자 손병희를 만나 손병희, 한천 묵 漢 ) 등의 거듭된 권고로 천도교로 입교했다.",per:religion,wikipedia,per,손병희,31,33,PER,천도교,23,25,ORG
2667,2667,35785,"1902년부터 일본에 거주 해 머물 던 중, 천도교 교주 손병희를 만나 손병희와 양한한 陽 漢 ) 등의 거듭된 권고로 천도교로 입교했다.",per:religion,wikipedia,per,손병희,32,34,PER,천도교,25,27,ORG
2667,2667,35786,"189 2년부터 일본에서 거주 해 있는 중, 천도교 교주 손병희를 만나 손병희, 양한묵 ( 漢묵 위키 등의 거듭된 권고로 천도교에 입교했다.",per:religion,wikipedia,per,손병희,32,34,PER,천도교,25,27,ORG
2667,2667,35787,"1902년에 일본에 망명해 있던 중, 천도교 교주 손병희를 만나 손병희, 지 한묵 ( 金 ) 등의 거듭된 권고에 천도교에 입교했다.",per:religion,wikipedia,per,손병희,28,30,PER,천도교,21,23,ORG
2667,2667,35788,"189 2 SPC 간 북경 에 망명해 있던 중, 천도교 교주 손병희 ( 동생 손병희, 오르 전사묵 ( ) ) 의 계속 된 권고로 천도교에 입교했다.",per:religion,wikipedia,per,손병희,34,36,PER,천도교,27,29,ORG
3262,3262,35789,"토머스 레이먼드 켈리 ( Thomas Rayum ond Kelly, 1893년 6월 13 일 ~ 2010 년 1월 13일 ) 는 퀘이커교 신학 계파를 표방한 주립 대학 교수이며 前 前 이고 철학박사 출신이다.",per:religion,wikipedia,per,토머스 레이먼드 켈리,0,10,PER,퀘이커교,72,75,ORG
3262,3262,35790,"토머스 레이먼드 켈리 ( Thomas Raymond Ky y, 1893년 6도리 4일 ~ 1941년 1월 17 日 ) 은 퀘이커교 신학 계파를 표방한 미국 대학 교수이며 前은 이 하버드 철학톱 출신이다.",per:religion,wikipedia,per,토머스 레이먼드 켈리,0,10,PER,퀘이커교,68,71,ORG
3262,3262,35791,"토머스 레이먼드 켈리 ( Thomas 빈대aymond Kelly, 1893년 6월 4 ~ - 1941월 1월 17 ) ) 는 퀘이커교 신학 계파을 표방한 미국 대학 교수이며 前 정치인이고 철학박사 출신이다.",per:religion,wikipedia,per,토머스 레이먼드 켈리,0,10,PER,퀘이커교,70,73,ORG
3262,3262,35792,"토머스 레이먼드 켈리 ( Thomas Raymond 제하y y, 190 3년 6월 4 ~, 1941년 1월 17일 ) 는 퀘이커교교 계파를 대표 한 미국 대학 교수이며 前 정치인이고 경제학 박사 출신이다.",per:religion,wikipedia,per,토머스 레이먼드 켈리,0,10,PER,퀘이커교,68,71,ORG
3262,3262,35793,"토머스 레이먼드 켈리 ( Thomas Raymond 켈리 elly, 1893 내려지 6월 4일 ~ 1941년 1월 17일 ) 는 퀘이커교 신자서 [ unused479 ] 표방한 미국 대학 정치인 이며 前 정치인이고 철학이다 출신이다.",per:religion,wikipedia,per,토머스 레이먼드 켈리,0,10,PER,퀘이커교,72,75,ORG
3305,3305,35794,"20세기 초에야 차별이 완화되 미국 가톨릭 신도 들들 게 교 계는 유일한 투쟁 의 수단이 피리기 때문에, 현재 미국 법조계 내 보수주의 인사 자들은 가톨릭 신자 안병데, 2005년 감리교 신자인 조지 H. 부시 대통령이 견 실한 가톨릭 신자 존 로버츠을 대법원장으로 지명한 데 이어, 또 다시 보수 가톨릭 신자 새뮤얼 얼리토을 대법관으로 추천하 바, 미국 보수 로마 가톨릭 영문 보수적 복음주의간의 연대가 시도되어 있다.",per:religion,wikipedia,per,존 로버츠,135,139,PER,로마 가톨릭,202,207,ORG
3305,3305,35795,"20세기 갔에야 차별이 완화된 미국 가톨릭 신자들에게 교 계는 유일한 출세의 수단이었 기 때문 12, 현 미국 정치 계 내 최고 대변자들도 가톨릭 신자들인데, 2004 년 감리교 신자인 조지 H. 부시 대통령이 독실한 가톨릭 신자 존 로버츠를 대법원장으로 지명한 데 이어, 또 다른 보수 가톨릭 신자 새 대법관 얼 얼리토을 대법관으로 추천하는 등, 보수 로마 가톨릭과 보수적 복음주의간의 연대가 시도되되 있다.",per:religion,wikipedia,per,존 로버츠,129,133,PER,로마 가톨릭,198,203,ORG
3305,3305,35796,"20세기 초에야 박해 이 완화되 미국 가톨릭 신자들에게 법조계는 유일적인 출세의 수단이었기 때문에, 현재 미국 법조사회 내 보수주의 대변자들은 가톨릭 신도 들인 데, 2008 년 감리교 신자 출신 조지 W. 루스벨트 대통령은 견 실한 가톨릭 신자 존 로버츠를 대법원장으로 지명한 데 이어서, 또 다시 보수 가톨릭 개신교 신자인 얼 얼리토을 대법관으로 지명 하며, 미국 보수 로마 가톨릭과 보수적 복음주의 신자 의 연대가 시도되고 있다.",per:religion,wikipedia,per,존 로버츠,138,142,PER,로마 가톨릭,209,214,ORG
3305,3305,35797,"20세기 초에 종교 차별이 완화되 미국 가톨릭 신자들에게 법조계는 유일한 구원 의 수단이었기 때문에 결국 현재의 정계 계 내 보수주의 대변자 대부분 은 가톨릭 신도인며, 2005년 감리교 신자인 조지 W. 루스벨트 대통령이 독독 리디아 가톨릭 신자 존 로버츠를 대법원장으로 지명한 데 이어, 또 다시 보수 가톨릭 신자 새뮤얼 콕 토를 대법관으로 지명 하는 등 보수적 로마 가톨릭과 보수적 복음주의자주의 의 연대도 시도되고 있다.",per:religion,wikipedia,per,존 로버츠,139,143,PER,로마 가톨릭,205,210,ORG
3305,3305,35798,"20세기 초금야 차별이 완화된 미국 가톨릭 신자들에게 법조계는 유력 한 출세의 수단이었었 때문에, 현재 미국의 법원 내 보수주의 대변자들은 가톨릭 신자들인데, 2005년 감리교 신자인 조지 W - 부시 대통령이 독실한 가톨릭 신자 존 로버츠를 대법관 으로 지명한 데 이어, 또 다시 보수 가톨릭 신자 새뮤얼 얼리토를 대법원장 으로 추천하하 등 스타워즈 보수 로마 가톨릭과 진보 적 보수 주의간의 대화 가 시도되고 있다.",per:religion,wikipedia,per,존 로버츠,129,133,PER,로마 가톨릭,200,205,ORG
3473,3473,35799,2017 년 종교개혁 500주년을 기념하여 경향신문에서는 로마 가톨릭 신자의 다니엘 린데만과 한국 교회 성직자인 최동기 목사의 토론을 보도했다.,per:religion,wikipedia,per,다니엘 린데만,43,49,PER,가톨릭,35,37,ORG
3473,3473,35800,2015 년 종교개혁 500주년을 맞이 하여 경향신문에서는 로마 가톨릭 신자인 다니엘 린데만과 루터교회 성직자인 최주훈 목사의 인터뷰 을 연재 했다.,per:religion,wikipedia,per,다니엘 린데만,44,50,PER,가톨릭,36,38,ORG
3473,3473,35801,2017년 종교개혁 500주일 을 기념하여 경향신문에서는 로마 가톨릭 신자 목사 다니엘 린데만과 루터파 성직자 출신 최주훈 목사의 토론을 보도했다.,per:religion,wikipedia,per,다니엘 린데만,45,51,PER,가톨릭,35,37,ORG
3473,3473,35802,2017년 종교개혁 500주년을 기념하여 CNN 에서는 로마 가톨릭 목사 인 다니엘 린데만과 루터교회 목사 인 최 구훈 목사의 토론을 보도했다.,per:religion,wikipedia,per,다니엘 린데만,43,49,PER,가톨릭,34,36,ORG
3473,3473,35803,2017년 종교개혁 500주년을 맞이 하여 경향신문에서는 독일 가톨릭 신자인 다니엘 린데만과 한국 교회 성직자인 최주훈 목사의 토론을 보도했다.,per:religion,wikipedia,per,다니엘 린데만,43,49,PER,가톨릭,35,37,ORG
3715,3715,35804,무함마드에 의하여 시작된 이슬람교는 그 세력을 확대 하여 약 100여년 사이에 서쪽으로는 스페인과 북아프리카 지역에서 동쪽에 는 페르시아에 이르는 광대한 지역을 장악하였다.,per:religion,wikipedia,per,무함마드,0,3,PER,이슬람교,14,17,ORG
3715,3715,35805,무함마드에 의하여 시작된 이슬람교는 그 세력을 확장하여 불과 2 여 년 사이에 서쪽으로는 스페인 및 북아브 지역에서 동쪽으로는 러시아 이르 이르는 광대한 지역을 장악하였다.,per:religion,wikipedia,per,무함마드,0,3,PER,이슬람교,14,17,ORG
3715,3715,35806,무함마드에게 여 시작된 이슬람교는 그 세력을 확장하여 불과 100여 년 사이에 서쪽에 는 북아 및 카스 프리카 지역에서 동쪽으로 는 페르시아에 이르 는 광대한 지역 을 장악하였다.,per:religion,wikipedia,per,무함마드,0,3,PER,이슬람교,13,16,ORG
3715,3715,35807,무함마드기에 의하여 시작된 이슬람교는 그 세력을 확장하여 불과 100여 년 사이에 서쪽에 는 유럽 및 북아프리카 일대 에서 동쪽으로는 페르시아 에 이르는 광대한 지역을 장악하였다.,per:religion,wikipedia,per,무함마드,0,3,PER,이슬람교,15,18,ORG
3715,3715,35808,무함마드에 의하 의해 시작된 이슬람교는 그 세력을 확장하여 불과 100여 년 사이에 서쪽으로는 스페인과 북아프리카 지역에서 동쪽으로는 페르시아에 이르러 광대한 지역을 장악하였다.,per:religion,wikipedia,per,무함마드,0,3,PER,이슬람교,16,19,ORG
4362,4362,35809,"또한 제칠일안일 일일의 재림교회교회 통일교의 영향을 받은 반진 페더 운동은, 그 기원적인 부분에 있 있 서도 심각한 문제가 제기되고 있으며, 이로 인해 진화를 부정한다는 것 자체가 문선명을 비롯한 통일교 신도 이라는 점이 밝혀지면서,면서 의 종교 적 이단성과 반성경적인 주장에 대해서에 문제가 제기되 제기 있 기도 하다.",per:religion,wikipedia,per,문선명,101,103,PER,통일교,20,22,ORG
4362,4362,35810,"또한 제칠재 안식일 예수재림나라 와 통일교의를 을을하 반진화학 운동은, 그 기원적인원 에 있 어서도 심각한 문제 문제 제기 제기 고 있으며,, 로로 진화를 부정한다는 것 자체가 문선명명이 한 통일교 사상이라는 점이 밝혀지면서 창조과학의 기원적 이단성과 반성경적인 주장에 대해서 큰 문제가 제기되고 있 기도 하다.",per:religion,wikipedia,per,문선명,99,101,PER,통일교,20,22,ORG
4362,4362,35811,"한편 제일 일안식일예수재림교회와 통일교의 영향을 받은 반진화학 운동은,, 기원적인 부분에 있어서도도 한 문제로로 되고 있으며 있 이로 인해 진화를 부정 아드는는 자체 자체 문선명을 비롯 자신감 통일교 사상이라는 점이 밝혀지면서 창조과학 호령 기원 기원 이단성성 반성경적인 주장에 대해서 대해서 문제가 제기되고 있 있 있 하다.",per:religion,wikipedia,per,문선명,96,98,PER,통일교,18,20,ORG
4362,4362,35812,"특히 제칠일안식일예수수수 교회와 통일교의 영향을을 은 반진화학 운동은, 그 기원적인 부분에에 있 서도 심각한 문제 심각 제기를 고 있으며 있으며 로 인해 진화 창조 진화 한다는 것 자체가 문선명을 비롯한 통일교 사상이라는 점이 밝혀지면서 창조과학의 기원적 이단 이단적 반성경적인 주장에 대해서 대해서 문제 가 제기되되 있기도 하다.",per:religion,wikipedia,per,문선명,105,107,PER,통일교,18,20,ORG
4362,4362,35813,"또한 제칠일안식일예수재림교회나 통일교의 지원 을 받 받 반 창조 화학 운동은,, 기원적인 부분에 있어서도도 한 문제로로로 고 있으며으며으며 이 인해 진화 진화 부정한다는 것 자체가 문선명을 비롯한 통일교 사상이라는 점이 밝혀지면서 창조과학의 기원적 이단성과 반성경적인적인 에스카 큰 문제가 제기되고 있기도 하다.",per:religion,wikipedia,per,문선명,101,103,PER,통일교,17,19,ORG
4843,4843,35814,"이어 당시 장로교에서는 김재 근과 김재준 목사, 필근, 한경직 등 도 이 같이 찬동하여 번역에 동참하여 번역본이 나왔다.",per:religion,wikipedia,per,한경직,31,33,PER,장로교,6,8,ORG
4843,4843,35815,"이어 당시 장로교에서는 송창한한 김재준, 채필근, 한경직 목사도 이에 찬동하여 번역에 동참하여 번역본들이 나왔다.",per:religion,wikipedia,per,한경직,28,30,PER,장로교,6,8,ORG
4843,4843,35816,"이어 당시 장로교에서는 송창한, 김재준, 채필근, 한경직 등 정찬 이에 찬동하여 번역에도 동참하여 정 본이 나왔다.",per:religion,wikipedia,per,한경직,28,30,PER,장로교,6,8,ORG
4843,4843,35817,"이어 당시 장로교 자구는 송창근, 김재준, 지동 근, 한경직 목사도 이에 찬동하여 장로기수결결안 이 나왔다.",per:religion,wikipedia,per,한경직,30,32,PER,장로교,6,8,ORG
4843,4843,35818,"이어 당시 장로교에서는 송창근, 송창기수 채필근, 한경직 목사도 이에 찬동하여 집회 에 동참하여 합동 본이 나왔다.",per:religion,wikipedia,per,한경직,28,30,PER,장로교,6,8,ORG
5397,5397,35819,"어머니 강반석은 장로교 신도였고, 외할아버지 강돈욱 보험료 교육자 난민자 칠렛 교회 교회 장로 였다.",per:religion,wikipedia,per,강반석,4,6,PER,장로교,9,11,ORG
5397,5397,35820,"어머니 강반석은 장로교 신도이 고, 외할아버지 강동 욱 은 교육자이면 자 칠골교회의 장로 였다.",per:religion,wikipedia,per,강반석,4,6,PER,장로교,9,11,ORG
5397,5397,35821,아버지 강반석은 장로교 신도였고 그 외할아버지 강돈순 은 교육자이 스팀 족부골교회교회 장로 였다.,per:religion,wikipedia,per,강반석,4,6,PER,장로교,9,11,ORG
5397,5397,35822,어머니 강반석은 장로교 신도였으며고 외할아버지 강돈욱 은 교육자이자 칠골교회의 장로 였다.,per:religion,wikipedia,per,강반석,4,6,PER,장로교,9,11,ORG
5397,5397,35823,"어머니 강반석는 장로교 신도였고, 외할아버지 강돈욱은 교육자이자 칠골교회의 장로 였다.",per:religion,wikipedia,per,강반석,4,6,PER,장로교,9,11,ORG
6162,6162,35824,"794년 간무 천황의 교토 방문을 이어 견당사로 신라로 유학을 다녀온 구카이 웃돈 사이초 독소가 진언종, 천태종을 창시하여 일본 불교에서 고야산, 히에이산 등의 세력 이 커졌다.",per:religion,wikipedia,per,사이초,46,48,PER,천태종,59,61,ORG
6162,6162,35825,"794 죽일 간무 천황 영화제 교토천를 이어 견천자 로 당나라에 유학을 갔 간 카이, 사이초가 각각 진언종과 천태종을 창시하여 교토 열도 에서 고야산, 히 싸구려 산 등의 비중이 커졌다.",per:religion,wikipedia,per,사이초,48,50,PER,천태종,61,63,ORG
6162,6162,35826,"1605는 간무 천황의 교토 방문 에 의해 견당사로 일본 에 유학을 다녀온 구조 와 사이초가 각각 간 간 종, 천태종을 창시하여 일본 불교에서 고야산, 히에이 산 등 등 비중이 커졌다.",per:religion,wikipedia,per,사이초,47,49,PER,천태종,62,64,ORG
6162,6162,35827,"794년 간무 천황이 교토 천도에 이어 견당사로 당나라에 유학을 다녀온 미식카이와 사이초가 각각 진태 종과 천태종을 창시하여 일본 열도 에서 고야산, 히에이 산 등의 비중이 커졌다.",per:religion,wikipedia,per,사이초,46,48,PER,천태종,60,62,ORG
6162,6162,35828,"794년 사이 무 천황의 교토 천도에 이어 견당 스님으로 당나라에 유학을 다녀온 구카이와 사이초가 각기 진언종, 천태종을 창시하여 일본 불교에서 고야산, 이시 에이 산 산 의 비중이 커졌다.",per:religion,wikipedia,per,사이초,50,52,PER,천태종,63,65,ORG
6456,6456,35829,"도쿄 학회에 참가하면서 태극학 회의 기관지 《 태극학보 》 절감 편집 을 맡고 초대 회장에 올랐으며, 서북 지역 기독교 계열 청년들의 정신적 지도자 안창호가 도쿄를 방문했 을 때 큰 영향을 받 았다.",per:religion,wikipedia,per,안창호,83,85,PER,기독교,63,65,ORG
6456,6456,35830,"이 학회에 참가하면서 태극학회의 기관지 《 태극학보 》 의 발행인을 맡 고 초대 회장에 올랐으며, 서북 지역 기독교 계열 청년들의 정신적 지도자 안창호가 도쿄를 방문 했을 때 만나 영향을 받았다.",per:religion,wikipedia,per,안창호,81,83,PER,기독교,61,63,ORG
6456,6456,35831,"도쿄 학회에 참가하면서 태극학회의 기관지 《 태극학보 》 의 발행인을 맡고 편집 오트에 올랐으며, 서북 지역 기독교 계열 청년들의 정신적 지도자 안창호가 도쿄를 방문했을 귀여운 만나 영향을 받았다.",per:religion,wikipedia,per,안창호,81,83,PER,기독교,61,63,ORG
6456,6456,35832,"태극학회에 참가하면서 이 학회의 기관지 《 태극학보 》 의 발행인을 맡고, 회장에 올랐으며, 서북 지역 기독교와 청년들의 정신적인 지도자 안창호가 도쿄를 찾았 을 때 만나 영향 행사장 받았다.",per:religion,wikipedia,per,안창호,77,79,PER,기독교,58,60,ORG
6456,6456,35833,태극학회에 입회 하면 그는 학회의 기관지 《 태극학보 》 의 발행인을 맡고 초대 회장에 선출 으며 노회 서북 뽐냈 기독교 계열 청년들의 정치 적 지도자 안창호가 도쿄를 방문했을 때 만나 영향을 받았다.,per:religion,wikipedia,per,안창호,85,87,PER,기독교,64,66,ORG
6638,6638,35834,"부친 이태 동과 동생 이운형 출몰 각각 기독교 장로와 구도 가의 영향으로 성경교회를 탐식 하는 등 기독교에 열린 자세를 보였으나, 본인은 결혼 하지 않았다.",per:religion,wikipedia,per,이운형,12,14,PER,기독교,22,24,ORG
6638,6638,35835,"부친 이상동과 동생 이운형이 각각 기독교 장로, 목사였던 영향으로 한문 성경을 탐독하는 등 기독교에 열린 자세를 보였으나, 아들 은 개종하는 않았다.",per:religion,wikipedia,per,이운형,11,13,PER,기독교,19,21,ORG
6638,6638,35836,"부친 이상동과 동생 이운형이 각각 기독교 장로와 목사가던 영향으로 한문 성경을 탐독하는 등 기독교에 열린 자세를 보였으나, 아들 은 개종되 지 않았다.",per:religion,wikipedia,per,이운형,11,13,PER,기독교,19,21,ORG
6638,6638,35837,"부친 이상동과 동생 이운형이 각각 기독교 장로와 신부 가 된 후 박물관 한문 성경를 탐독 하 는 등 기독교에 열린 자세를 가벼운, 본인은 개종하 않 아스널았다.",per:religion,wikipedia,per,이운형,11,13,PER,기독교,19,21,ORG
6638,6638,35838,"부친 이상동과 동생 이운형이 각각 기독교 장로와 목사이 된 영향으로 한문 성경을 정 독하태프 등 기독교에 열린 자세를 보였으나, 본인은 개종하지 않았다.",per:religion,wikipedia,per,이운형,11,13,PER,기독교,19,21,ORG
8146,8146,35839,"연희대학교는게임년년 장로교 선교사 호러스 그랜트 언더우드 ( 元 ) ( 元, 190 9년 ~ 1916 年 ) 가 설립한 경신학교의 학사 과정인 조선기독교대학에서 출발하여, 1917년 사립 연희전문학교로 인가를 받아 발전하였다.",per:religion,wikipedia,per,호러스 그랜트 언더우드,19,30,PER,장로교,11,13,ORG
8146,8146,35840,"한 ■학교는 1915년 미국 장로교 선교사 호러스 그랜트 언더우드 ( ( 元 ) 그거 元 ), 1859년 ~ 1916년 ) 이 세운하여 경신신 의 대학과정정 조선기독교대학에서 출발하여, 로마인년 사립 연희전문학교로닫를 받아 발전하였다.",per:religion,wikipedia,per,호러스 그랜트 언더우드,24,35,PER,장로교,16,18,ORG
8146,8146,35841,"경신 대학교는 1915년 미국 장로교 목사 호러스 그랜트 언더우드 ( ( 元 ) ( 元 ), 185 9년 ~ 1916년 ) 가 설립한 경신학교의 대학과정 인 조선기독교대 폭동에서 출발하여, 1917년 사립 연희전문학교로 인가를 받아 발전하였다.",per:religion,wikipedia,per,호러스 그랜트 언더우드,24,35,PER,장로교,17,19,ORG
8146,8146,35842,"경신 대학교는 알찬년 미국 장로교의 호러스 그랜트 언더우드 ( ( 元 ) ( 元 고민, 1859년 ~ 1916년 ) 가 설립 한 경신학교등 대학학 정인 조선기전 교대학에서를 하여, 1917년 사립 연희전문학교로 인가를 받아 병든하였다.",per:religion,wikipedia,per,호러스 그랜트 언더우드,20,31,PER,장로교,15,17,ORG
